time,power,soc,current,voltage
2021-08-17 19:54:51,0.0,0.0,0.0,0.0
2021-08-17 19:55:10,0.0,0.0,0.0,0.0
2021-08-17 19:55:28,288.0,0.024,6.0,48.0
2021-08-17 19:55:47,1152.0,0.096,12.0,96.0
2021-08-17 19:56:06,2592.0,0.24,18.0,144.0
2021-08-17 19:56:25,4608.0,0.48,24.0,192.0
2021-08-17 19:56:44,7200.0,0.84,30.0,240.0
2021-08-17 19:57:02,7200.0,1.0,30.0,240.0
2021-08-17 19:57:21,0.0,1.0,0.0,0.0
